from,to,departs,arrives
1166,1100,2019-07-30T06:13:00.000Z,2019-07-30T06:22:00.000Z
1100,1100,2019-07-30T06:22:00.000Z,2019-07-30T06:22:00.000Z
1100,139,2019-07-30T06:22:00.000Z,2019-07-30T06:30:00.000Z
139,139,2019-07-30T06:30:00.000Z,2019-07-30T06:30:00.000Z
139,142,2019-07-30T06:30:00.000Z,2019-07-30T06:43:00.000Z
142,142,2019-07-30T06:43:00.000Z,2019-07-30T06:44:00.000Z
142,144,2019-07-30T06:44:00.000Z,2019-07-30T06:56:00.000Z
144,144,2019-07-30T06:56:00.000Z,2019-07-30T06:59:00.000Z
144,148,2019-07-30T06:59:00.000Z,2019-07-30T07:11:00.000Z
148,148,2019-07-30T07:11:00.000Z,2019-07-30T07:11:00.000Z
148,150,2019-07-30T07:11:00.000Z,2019-07-30T07:23:00.000Z
150,150,2019-07-30T07:23:00.000Z,2019-07-30T07:25:00.000Z
150,155,2019-07-30T07:25:00.000Z,2019-07-30T07:29:00.000Z
155,155,2019-07-30T07:29:00.000Z,2019-07-30T07:29:00.000Z
155,1172,2019-07-30T07:29:00.000Z,2019-07-30T07:32:00.000Z
1172,1172,2019-07-30T07:32:00.000Z,2019-07-30T07:32:00.000Z
1172,156,2019-07-30T07:32:00.000Z,2019-07-30T07:35:00.000Z
156,156,2019-07-30T07:35:00.000Z,2019-07-30T07:35:00.000Z
156,1295,2019-07-30T07:35:00.000Z,2019-07-30T07:38:00.000Z
1295,1295,2019-07-30T07:38:00.000Z,2019-07-30T07:38:00.000Z
1295,157,2019-07-30T07:38:00.000Z,2019-07-30T07:41:00.000Z
157,157,2019-07-30T07:41:00.000Z,2019-07-30T07:41:00.000Z
157,160,2019-07-30T07:41:00.000Z,2019-07-30T07:47:00.000Z
160,157,2019-07-30T06:11:00.000Z,2019-07-30T06:17:00.000Z
157,157,2019-07-30T06:17:00.000Z,2019-07-30T06:17:00.000Z
157,1295,2019-07-30T06:17:00.000Z,2019-07-30T06:20:00.000Z
1295,1295,2019-07-30T06:20:00.000Z,2019-07-30T06:20:00.000Z
1295,156,2019-07-30T06:20:00.000Z,2019-07-30T06:23:00.000Z
156,156,2019-07-30T06:23:00.000Z,2019-07-30T06:23:00.000Z
156,1172,2019-07-30T06:23:00.000Z,2019-07-30T06:26:00.000Z
1172,1172,2019-07-30T06:26:00.000Z,2019-07-30T06:26:00.000Z
1172,155,2019-07-30T06:26:00.000Z,2019-07-30T06:29:00.000Z
155,155,2019-07-30T06:29:00.000Z,2019-07-30T06:29:00.000Z
155,150,2019-07-30T06:29:00.000Z,2019-07-30T06:33:00.000Z
150,150,2019-07-30T06:33:00.000Z,2019-07-30T06:35:00.000Z
150,148,2019-07-30T06:35:00.000Z,2019-07-30T06:46:00.000Z
148,148,2019-07-30T06:46:00.000Z,2019-07-30T06:46:00.000Z
148,144,2019-07-30T06:46:00.000Z,2019-07-30T06:59:00.000Z
144,144,2019-07-30T06:59:00.000Z,2019-07-30T07:00:00.000Z
144,142,2019-07-30T07:00:00.000Z,2019-07-30T07:12:00.000Z
142,142,2019-07-30T07:12:00.000Z,2019-07-30T07:13:00.000Z
142,139,2019-07-30T07:13:00.000Z,2019-07-30T07:26:00.000Z
139,139,2019-07-30T07:26:00.000Z,2019-07-30T07:26:00.000Z
139,1100,2019-07-30T07:26:00.000Z,2019-07-30T07:34:00.000Z
1100,1100,2019-07-30T07:34:00.000Z,2019-07-30T07:34:00.000Z
1100,1166,2019-07-30T07:34:00.000Z,2019-07-30T07:42:00.000Z
1166,1166,2019-07-30T07:42:00.000Z,2019-07-30T07:42:00.000Z
1166,130,2019-07-30T07:42:00.000Z,2019-07-30T07:50:00.000Z
160,157,2019-07-30T09:11:00.000Z,2019-07-30T09:17:00.000Z
157,157,2019-07-30T09:17:00.000Z,2019-07-30T09:17:00.000Z
157,1295,2019-07-30T09:17:00.000Z,2019-07-30T09:20:00.000Z
1295,1295,2019-07-30T09:20:00.000Z,2019-07-30T09:20:00.000Z
1295,156,2019-07-30T09:20:00.000Z,2019-07-30T09:23:00.000Z
156,156,2019-07-30T09:23:00.000Z,2019-07-30T09:23:00.000Z
156,1172,2019-07-30T09:23:00.000Z,2019-07-30T09:26:00.000Z
1172,1172,2019-07-30T09:26:00.000Z,2019-07-30T09:26:00.000Z
1172,155,2019-07-30T09:26:00.000Z,2019-07-30T09:29:00.000Z
155,155,2019-07-30T09:29:00.000Z,2019-07-30T09:29:00.000Z
155,150,2019-07-30T09:29:00.000Z,2019-07-30T09:33:00.000Z
150,150,2019-07-30T09:33:00.000Z,2019-07-30T09:35:00.000Z
150,148,2019-07-30T09:35:00.000Z,2019-07-30T09:46:00.000Z
148,148,2019-07-30T09:46:00.000Z,2019-07-30T09:46:00.000Z
148,144,2019-07-30T09:46:00.000Z,2019-07-30T09:59:00.000Z
144,144,2019-07-30T09:59:00.000Z,2019-07-30T10:00:00.000Z
144,142,2019-07-30T10:00:00.000Z,2019-07-30T10:12:00.000Z
142,142,2019-07-30T10:12:00.000Z,2019-07-30T10:13:00.000Z
142,139,2019-07-30T10:13:00.000Z,2019-07-30T10:27:00.000Z
139,139,2019-07-30T10:27:00.000Z,2019-07-30T10:30:00.000Z
139,1100,2019-07-30T10:30:00.000Z,2019-07-30T10:39:00.000Z
1100,1100,2019-07-30T10:39:00.000Z,2019-07-30T10:39:00.000Z
1100,1166,2019-07-30T10:39:00.000Z,2019-07-30T10:47:00.000Z
1166,1166,2019-07-30T10:47:00.000Z,2019-07-30T10:47:00.000Z
1166,130,2019-07-30T10:47:00.000Z,2019-07-30T10:55:00.000Z
130,1166,2019-07-30T10:05:00.000Z,2019-07-30T10:13:00.000Z
1166,1166,2019-07-30T10:13:00.000Z,2019-07-30T10:13:00.000Z
1166,1100,2019-07-30T10:13:00.000Z,2019-07-30T10:22:00.000Z
1100,1100,2019-07-30T10:22:00.000Z,2019-07-30T10:22:00.000Z
1100,139,2019-07-30T10:22:00.000Z,2019-07-30T10:30:00.000Z
139,139,2019-07-30T10:30:00.000Z,2019-07-30T10:30:00.000Z
139,142,2019-07-30T10:30:00.000Z,2019-07-30T10:43:00.000Z
142,142,2019-07-30T10:43:00.000Z,2019-07-30T10:44:00.000Z
142,144,2019-07-30T10:44:00.000Z,2019-07-30T10:56:00.000Z
144,144,2019-07-30T10:56:00.000Z,2019-07-30T10:59:00.000Z
144,148,2019-07-30T10:59:00.000Z,2019-07-30T11:11:00.000Z
148,148,2019-07-30T11:11:00.000Z,2019-07-30T11:11:00.000Z
148,150,2019-07-30T11:11:00.000Z,2019-07-30T11:23:00.000Z
150,150,2019-07-30T11:23:00.000Z,2019-07-30T11:25:00.000Z
150,155,2019-07-30T11:25:00.000Z,2019-07-30T11:29:00.000Z
155,155,2019-07-30T11:29:00.000Z,2019-07-30T11:29:00.000Z
155,1172,2019-07-30T11:29:00.000Z,2019-07-30T11:32:00.000Z
1172,1172,2019-07-30T11:32:00.000Z,2019-07-30T11:32:00.000Z
1172,156,2019-07-30T11:32:00.000Z,2019-07-30T11:35:00.000Z
156,156,2019-07-30T11:35:00.000Z,2019-07-30T11:35:00.000Z
156,1295,2019-07-30T11:35:00.000Z,2019-07-30T11:38:00.000Z
1295,1295,2019-07-30T11:38:00.000Z,2019-07-30T11:38:00.000Z
1295,157,2019-07-30T11:38:00.000Z,2019-07-30T11:41:00.000Z
157,157,2019-07-30T11:41:00.000Z,2019-07-30T11:41:00.000Z
157,160,2019-07-30T11:41:00.000Z,2019-07-30T11:47:00.000Z
160,160,2019-07-30T11:47:00.000Z,2019-07-30T12:08:00.000Z
160,183,2019-07-30T12:08:00.000Z,2019-07-30T12:15:00.000Z
183,183,2019-07-30T12:15:00.000Z,2019-07-30T12:15:00.000Z
183,211,2019-07-30T12:15:00.000Z,2019-07-30T12:18:00.000Z
211,211,2019-07-30T12:18:00.000Z,2019-07-30T12:18:00.000Z
211,212,2019-07-30T12:18:00.000Z,2019-07-30T12:21:30.000Z
212,212,2019-07-30T12:21:30.000Z,2019-07-30T12:21:30.000Z
212,1168,2019-07-30T12:21:30.000Z,2019-07-30T12:24:00.000Z
1168,1168,2019-07-30T12:24:00.000Z,2019-07-30T12:24:00.000Z
1168,1095,2019-07-30T12:24:00.000Z,2019-07-30T12:27:00.000Z
1095,1095,2019-07-30T12:27:00.000Z,2019-07-30T12:27:00.000Z
1095,1257,2019-07-30T12:27:00.000Z,2019-07-30T12:32:00.000Z
1257,1257,2019-07-30T12:32:00.000Z,2019-07-30T12:36:00.000Z
1257,214,2019-07-30T12:36:00.000Z,2019-07-30T12:41:00.000Z
214,214,2019-07-30T12:41:00.000Z,2019-07-30T12:41:00.000Z
214,1216,2019-07-30T12:41:00.000Z,2019-07-30T12:44:00.000Z
1216,1216,2019-07-30T12:44:00.000Z,2019-07-30T12:44:00.000Z
1216,215,2019-07-30T12:44:00.000Z,2019-07-30T12:48:00.000Z
215,215,2019-07-30T12:48:00.000Z,2019-07-30T12:49:00.000Z
215,1151,2019-07-30T12:49:00.000Z,2019-07-30T12:53:30.000Z
1151,1151,2019-07-30T12:53:30.000Z,2019-07-30T12:53:30.000Z
1151,1137,2019-07-30T12:53:30.000Z,2019-07-30T12:56:00.000Z
1137,1137,2019-07-30T12:56:00.000Z,2019-07-30T12:56:00.000Z
1137,596,2019-07-30T12:56:00.000Z,2019-07-30T12:59:00.000Z
596,596,2019-07-30T12:59:00.000Z,2019-07-30T12:59:00.000Z
596,217,2019-07-30T12:59:00.000Z,2019-07-30T13:01:30.000Z
217,217,2019-07-30T13:01:30.000Z,2019-07-30T13:01:30.000Z
217,654,2019-07-30T13:01:30.000Z,2019-07-30T13:05:00.000Z
654,654,2019-07-30T13:05:00.000Z,2019-07-30T13:05:00.000Z
654,276,2019-07-30T13:05:00.000Z,2019-07-30T13:08:00.000Z
276,276,2019-07-30T13:08:00.000Z,2019-07-30T13:08:00.000Z
276,687,2019-07-30T13:08:00.000Z,2019-07-30T13:11:00.000Z
687,687,2019-07-30T13:11:00.000Z,2019-07-30T13:11:00.000Z
687,1214,2019-07-30T13:11:00.000Z,2019-07-30T13:15:00.000Z
1214,1214,2019-07-30T13:15:00.000Z,2019-07-30T13:15:00.000Z
1214,1153,2019-07-30T13:15:00.000Z,2019-07-30T13:16:30.000Z
1153,1153,2019-07-30T13:16:30.000Z,2019-07-30T13:16:30.000Z
1153,1265,2019-07-30T13:16:30.000Z,2019-07-30T13:20:00.000Z
1265,1265,2019-07-30T13:20:00.000Z,2019-07-30T13:20:00.000Z
1265,280,2019-07-30T13:20:00.000Z,2019-07-30T13:23:00.000Z
280,280,2019-07-30T13:23:00.000Z,2019-07-30T13:26:00.000Z
280,742,2019-07-30T13:26:00.000Z,2019-07-30T13:33:00.000Z
742,742,2019-07-30T13:33:00.000Z,2019-07-30T13:33:00.000Z
742,298,2019-07-30T13:33:00.000Z,2019-07-30T13:38:00.000Z
298,298,2019-07-30T13:38:00.000Z,2019-07-30T13:39:00.000Z
298,1220,2019-07-30T13:39:00.000Z,2019-07-30T13:43:00.000Z
1220,1220,2019-07-30T13:43:00.000Z,2019-07-30T13:43:00.000Z
1220,299,2019-07-30T13:43:00.000Z,2019-07-30T13:47:00.000Z
299,299,2019-07-30T13:47:00.000Z,2019-07-30T13:48:00.000Z
299,1227,2019-07-30T13:48:00.000Z,2019-07-30T13:53:00.000Z
1227,1227,2019-07-30T13:53:00.000Z,2019-07-30T13:53:00.000Z
1227,300,2019-07-30T13:53:00.000Z,2019-07-30T13:57:00.000Z
300,300,2019-07-30T13:57:00.000Z,2019-07-30T13:58:00.000Z
300,302,2019-07-30T13:58:00.000Z,2019-07-30T14:02:00.000Z
302,302,2019-07-30T14:02:00.000Z,2019-07-30T14:02:00.000Z
302,1144,2019-07-30T14:02:00.000Z,2019-07-30T14:07:00.000Z
1144,1144,2019-07-30T14:07:00.000Z,2019-07-30T14:12:00.000Z
1144,303,2019-07-30T14:12:00.000Z,2019-07-30T14:18:00.000Z
303,303,2019-07-30T14:18:00.000Z,2019-07-30T14:18:00.000Z
303,1327,2019-07-30T14:18:00.000Z,2019-07-30T14:21:00.000Z
1327,1327,2019-07-30T14:21:00.000Z,2019-07-30T14:21:00.000Z
1327,745,2019-07-30T14:21:00.000Z,2019-07-30T14:24:00.000Z
745,745,2019-07-30T14:24:00.000Z,2019-07-30T14:24:00.000Z
745,305,2019-07-30T14:24:00.000Z,2019-07-30T14:30:00.000Z
305,305,2019-07-30T14:30:00.000Z,2019-07-30T14:31:00.000Z
305,309,2019-07-30T14:31:00.000Z,2019-07-30T14:35:00.000Z
309,309,2019-07-30T14:35:00.000Z,2019-07-30T14:35:00.000Z
309,311,2019-07-30T14:35:00.000Z,2019-07-30T14:41:00.000Z
311,311,2019-07-30T14:41:00.000Z,2019-07-30T14:41:00.000Z
311,312,2019-07-30T14:41:00.000Z,2019-07-30T14:49:00.000Z
312,312,2019-07-30T14:49:00.000Z,2019-07-30T14:51:00.000Z
312,1171,2019-07-30T14:51:00.000Z,2019-07-30T14:57:00.000Z
1171,1171,2019-07-30T14:57:00.000Z,2019-07-30T14:57:00.000Z
1171,316,2019-07-30T14:57:00.000Z,2019-07-30T15:01:00.000Z
316,316,2019-07-30T15:01:00.000Z,2019-07-30T15:01:00.000Z
316,747,2019-07-30T15:01:00.000Z,2019-07-30T15:04:00.000Z
747,747,2019-07-30T15:04:00.000Z,2019-07-30T15:04:00.000Z
747,317,2019-07-30T15:04:00.000Z,2019-07-30T15:12:00.000Z
317,317,2019-07-30T15:12:00.000Z,2019-07-30T15:13:00.000Z
317,318,2019-07-30T15:13:00.000Z,2019-07-30T15:20:00.000Z
318,318,2019-07-30T15:20:00.000Z,2019-07-30T15:20:00.000Z
318,319,2019-07-30T15:20:00.000Z,2019-07-30T15:24:00.000Z
319,319,2019-07-30T15:24:00.000Z,2019-07-30T15:24:00.000Z
319,1097,2019-07-30T15:24:00.000Z,2019-07-30T15:28:00.000Z
1097,1097,2019-07-30T15:28:00.000Z,2019-07-30T15:28:00.000Z
1097,320,2019-07-30T15:28:00.000Z,2019-07-30T15:34:00.000Z
320,320,2019-07-30T15:34:00.000Z,2019-07-30T15:36:00.000Z
320,1092,2019-07-30T15:36:00.000Z,2019-07-30T15:43:00.000Z
1092,1092,2019-07-30T15:43:00.000Z,2019-07-30T15:43:00.000Z
1092,322,2019-07-30T15:43:00.000Z,2019-07-30T15:51:00.000Z
322,322,2019-07-30T15:51:00.000Z,2019-07-30T15:52:00.000Z
322,1115,2019-07-30T15:52:00.000Z,2019-07-30T15:58:00.000Z
1115,1115,2019-07-30T15:58:00.000Z,2019-07-30T15:58:00.000Z
1115,334,2019-07-30T15:58:00.000Z,2019-07-30T16:06:00.000Z
334,334,2019-07-30T16:06:00.000Z,2019-07-30T16:07:00.000Z
334,1343,2019-07-30T16:07:00.000Z,2019-07-30T16:10:00.000Z
1343,1343,2019-07-30T16:10:00.000Z,2019-07-30T16:10:00.000Z
1343,336,2019-07-30T16:10:00.000Z,2019-07-30T16:13:00.000Z
336,336,2019-07-30T16:13:00.000Z,2019-07-30T16:13:00.000Z
336,337,2019-07-30T16:13:00.000Z,2019-07-30T16:17:00.000Z
337,337,2019-07-30T16:17:00.000Z,2019-07-30T16:18:00.000Z
337,1041,2019-07-30T16:18:00.000Z,2019-07-30T16:25:00.000Z
1041,1041,2019-07-30T16:25:00.000Z,2019-07-30T16:28:00.000Z
1041,1335,2019-07-30T16:28:00.000Z,2019-07-30T16:31:00.000Z
1335,1335,2019-07-30T16:31:00.000Z,2019-07-30T16:31:00.000Z
1335,338,2019-07-30T16:31:00.000Z,2019-07-30T16:35:00.000Z
338,338,2019-07-30T16:35:00.000Z,2019-07-30T16:35:00.000Z
338,769,2019-07-30T16:35:00.000Z,2019-07-30T16:43:00.000Z
769,769,2019-07-30T16:43:00.000Z,2019-07-30T16:44:00.000Z
769,1351,2019-07-30T16:44:00.000Z,2019-07-30T16:49:26.000Z
1351,1351,2019-07-30T16:49:26.000Z,2019-07-30T16:49:26.000Z
1351,370,2019-07-30T16:49:26.000Z,2019-07-30T16:55:00.000Z
160,157,2019-07-30T12:11:00.000Z,2019-07-30T12:17:00.000Z
157,157,2019-07-30T12:17:00.000Z,2019-07-30T12:17:00.000Z
157,1295,2019-07-30T12:17:00.000Z,2019-07-30T12:20:00.000Z
1295,1295,2019-07-30T12:20:00.000Z,2019-07-30T12:20:00.000Z
1295,156,2019-07-30T12:20:00.000Z,2019-07-30T12:23:00.000Z
156,156,2019-07-30T12:23:00.000Z,2019-07-30T12:23:00.000Z
156,1172,2019-07-30T12:23:00.000Z,2019-07-30T12:26:00.000Z
1172,1172,2019-07-30T12:26:00.000Z,2019-07-30T12:26:00.000Z
1172,155,2019-07-30T12:26:00.000Z,2019-07-30T12:29:00.000Z
155,155,2019-07-30T12:29:00.000Z,2019-07-30T12:29:00.000Z
155,150,2019-07-30T12:29:00.000Z,2019-07-30T12:33:00.000Z
150,150,2019-07-30T12:33:00.000Z,2019-07-30T12:35:00.000Z
150,148,2019-07-30T12:35:00.000Z,2019-07-30T12:46:00.000Z
148,148,2019-07-30T12:46:00.000Z,2019-07-30T12:46:00.000Z
148,144,2019-07-30T12:46:00.000Z,2019-07-30T12:59:00.000Z
144,144,2019-07-30T12:59:00.000Z,2019-07-30T13:00:00.000Z
144,142,2019-07-30T13:00:00.000Z,2019-07-30T13:12:00.000Z
142,142,2019-07-30T13:12:00.000Z,2019-07-30T13:13:00.000Z
142,139,2019-07-30T13:13:00.000Z,2019-07-30T13:27:00.000Z
139,139,2019-07-30T13:27:00.000Z,2019-07-30T13:30:00.000Z
139,1100,2019-07-30T13:30:00.000Z,2019-07-30T13:39:00.000Z
1100,1100,2019-07-30T13:39:00.000Z,2019-07-30T13:39:00.000Z
1100,1166,2019-07-30T13:39:00.000Z,2019-07-30T13:47:00.000Z
1166,1166,2019-07-30T13:47:00.000Z,2019-07-30T13:47:00.000Z
1166,130,2019-07-30T13:47:00.000Z,2019-07-30T13:55:00.000Z
130,1166,2019-07-30T13:05:00.000Z,2019-07-30T13:13:00.000Z
1166,1166,2019-07-30T13:13:00.000Z,2019-07-30T13:13:00.000Z
1166,1100,2019-07-30T13:13:00.000Z,2019-07-30T13:22:00.000Z
1100,1100,2019-07-30T13:22:00.000Z,2019-07-30T13:22:00.000Z
1100,139,2019-07-30T13:22:00.000Z,2019-07-30T13:30:00.000Z
139,139,2019-07-30T13:30:00.000Z,2019-07-30T13:30:00.000Z
139,142,2019-07-30T13:30:00.000Z,2019-07-30T13:43:00.000Z
142,142,2019-07-30T13:43:00.000Z,2019-07-30T13:44:00.000Z
142,144,2019-07-30T13:44:00.000Z,2019-07-30T13:56:00.000Z
144,144,2019-07-30T13:56:00.000Z,2019-07-30T13:59:00.000Z
144,148,2019-07-30T13:59:00.000Z,2019-07-30T14:11:00.000Z
148,148,2019-07-30T14:11:00.000Z,2019-07-30T14:11:00.000Z
148,150,2019-07-30T14:11:00.000Z,2019-07-30T14:23:00.000Z
150,150,2019-07-30T14:23:00.000Z,2019-07-30T14:25:00.000Z
150,155,2019-07-30T14:25:00.000Z,2019-07-30T14:29:00.000Z
155,155,2019-07-30T14:29:00.000Z,2019-07-30T14:29:00.000Z
155,1172,2019-07-30T14:29:00.000Z,2019-07-30T14:32:00.000Z
1172,1172,2019-07-30T14:32:00.000Z,2019-07-30T14:32:00.000Z
1172,156,2019-07-30T14:32:00.000Z,2019-07-30T14:35:00.000Z
156,156,2019-07-30T14:35:00.000Z,2019-07-30T14:35:00.000Z
156,1295,2019-07-30T14:35:00.000Z,2019-07-30T14:38:00.000Z
1295,1295,2019-07-30T14:38:00.000Z,2019-07-30T14:38:00.000Z
1295,157,2019-07-30T14:38:00.000Z,2019-07-30T14:41:00.000Z
157,157,2019-07-30T14:41:00.000Z,2019-07-30T14:41:00.000Z
157,160,2019-07-30T14:41:00.000Z,2019-07-30T14:47:00.000Z
160,157,2019-07-30T13:06:00.000Z,2019-07-30T13:12:00.000Z
157,157,2019-07-30T13:12:00.000Z,2019-07-30T13:12:00.000Z
157,1295,2019-07-30T13:12:00.000Z,2019-07-30T13:15:00.000Z
1295,1295,2019-07-30T13:15:00.000Z,2019-07-30T13:15:00.000Z
1295,156,2019-07-30T13:15:00.000Z,2019-07-30T13:18:00.000Z
156,156,2019-07-30T13:18:00.000Z,2019-07-30T13:18:00.000Z
156,1172,2019-07-30T13:18:00.000Z,2019-07-30T13:21:00.000Z
1172,1172,2019-07-30T13:21:00.000Z,2019-07-30T13:21:00.000Z
1172,155,2019-07-30T13:21:00.000Z,2019-07-30T13:24:00.000Z
155,155,2019-07-30T13:24:00.000Z,2019-07-30T13:24:00.000Z
155,150,2019-07-30T13:24:00.000Z,2019-07-30T13:28:00.000Z
150,150,2019-07-30T13:28:00.000Z,2019-07-30T13:35:00.000Z
150,148,2019-07-30T13:35:00.000Z,2019-07-30T13:46:00.000Z
148,148,2019-07-30T13:46:00.000Z,2019-07-30T13:46:00.000Z
148,144,2019-07-30T13:46:00.000Z,2019-07-30T13:59:00.000Z
144,144,2019-07-30T13:59:00.000Z,2019-07-30T14:00:00.000Z
144,142,2019-07-30T14:00:00.000Z,2019-07-30T14:12:00.000Z
142,142,2019-07-30T14:12:00.000Z,2019-07-30T14:13:00.000Z
142,139,2019-07-30T14:13:00.000Z,2019-07-30T14:26:00.000Z
139,139,2019-07-30T14:26:00.000Z,2019-07-30T14:26:00.000Z
139,1100,2019-07-30T14:26:00.000Z,2019-07-30T14:34:00.000Z
1100,1100,2019-07-30T14:34:00.000Z,2019-07-30T14:34:00.000Z
1100,1166,2019-07-30T14:34:00.000Z,2019-07-30T14:42:00.000Z
1166,1166,2019-07-30T14:42:00.000Z,2019-07-30T14:42:00.000Z
1166,130,2019-07-30T14:42:00.000Z,2019-07-30T14:50:00.000Z
130,130,2019-07-30T14:50:00.000Z,2019-07-30T15:04:00.000Z
130,135,2019-07-30T15:04:00.000Z,2019-07-30T15:11:00.000Z
130,1166,2019-07-30T15:05:00.000Z,2019-07-30T15:13:00.000Z
1166,1166,2019-07-30T15:13:00.000Z,2019-07-30T15:13:00.000Z
1166,1100,2019-07-30T15:13:00.000Z,2019-07-30T15:22:00.000Z
1100,1100,2019-07-30T15:22:00.000Z,2019-07-30T15:22:00.000Z
1100,139,2019-07-30T15:22:00.000Z,2019-07-30T15:30:00.000Z
139,139,2019-07-30T15:30:00.000Z,2019-07-30T15:30:00.000Z
139,142,2019-07-30T15:30:00.000Z,2019-07-30T15:43:00.000Z
142,142,2019-07-30T15:43:00.000Z,2019-07-30T15:44:00.000Z
142,144,2019-07-30T15:44:00.000Z,2019-07-30T15:56:00.000Z
144,144,2019-07-30T15:56:00.000Z,2019-07-30T15:59:00.000Z
144,148,2019-07-30T15:59:00.000Z,2019-07-30T16:11:00.000Z
148,148,2019-07-30T16:11:00.000Z,2019-07-30T16:11:00.000Z
148,150,2019-07-30T16:11:00.000Z,2019-07-30T16:23:00.000Z
150,150,2019-07-30T16:23:00.000Z,2019-07-30T16:25:00.000Z
150,155,2019-07-30T16:25:00.000Z,2019-07-30T16:29:00.000Z
155,155,2019-07-30T16:29:00.000Z,2019-07-30T16:29:00.000Z
155,1172,2019-07-30T16:29:00.000Z,2019-07-30T16:32:00.000Z
1172,1172,2019-07-30T16:32:00.000Z,2019-07-30T16:32:00.000Z
1172,156,2019-07-30T16:32:00.000Z,2019-07-30T16:35:00.000Z
156,156,2019-07-30T16:35:00.000Z,2019-07-30T16:35:00.000Z
156,1295,2019-07-30T16:35:00.000Z,2019-07-30T16:38:00.000Z
1295,1295,2019-07-30T16:38:00.000Z,2019-07-30T16:38:00.000Z
1295,157,2019-07-30T16:38:00.000Z,2019-07-30T16:41:00.000Z
157,157,2019-07-30T16:41:00.000Z,2019-07-30T16:41:00.000Z
157,160,2019-07-30T16:41:00.000Z,2019-07-30T16:47:00.000Z
160,157,2019-07-30T15:11:00.000Z,2019-07-30T15:17:00.000Z
157,157,2019-07-30T15:17:00.000Z,2019-07-30T15:17:00.000Z
157,1295,2019-07-30T15:17:00.000Z,2019-07-30T15:20:00.000Z
1295,1295,2019-07-30T15:20:00.000Z,2019-07-30T15:20:00.000Z
1295,156,2019-07-30T15:20:00.000Z,2019-07-30T15:23:00.000Z
156,156,2019-07-30T15:23:00.000Z,2019-07-30T15:23:00.000Z
156,1172,2019-07-30T15:23:00.000Z,2019-07-30T15:26:00.000Z
1172,1172,2019-07-30T15:26:00.000Z,2019-07-30T15:26:00.000Z
1172,155,2019-07-30T15:26:00.000Z,2019-07-30T15:29:00.000Z
155,155,2019-07-30T15:29:00.000Z,2019-07-30T15:29:00.000Z
155,150,2019-07-30T15:29:00.000Z,2019-07-30T15:33:00.000Z
150,150,2019-07-30T15:33:00.000Z,2019-07-30T15:35:00.000Z
150,148,2019-07-30T15:35:00.000Z,2019-07-30T15:46:00.000Z
148,148,2019-07-30T15:46:00.000Z,2019-07-30T15:46:00.000Z
148,144,2019-07-30T15:46:00.000Z,2019-07-30T15:59:00.000Z
144,144,2019-07-30T15:59:00.000Z,2019-07-30T16:00:00.000Z
144,142,2019-07-30T16:00:00.000Z,2019-07-30T16:12:00.000Z
142,142,2019-07-30T16:12:00.000Z,2019-07-30T16:15:00.000Z
142,139,2019-07-30T16:15:00.000Z,2019-07-30T16:29:00.000Z
139,139,2019-07-30T16:29:00.000Z,2019-07-30T16:29:00.000Z
139,1100,2019-07-30T16:29:00.000Z,2019-07-30T16:38:00.000Z
1100,1100,2019-07-30T16:38:00.000Z,2019-07-30T16:38:00.000Z
1100,1166,2019-07-30T16:38:00.000Z,2019-07-30T16:47:00.000Z
1166,1166,2019-07-30T16:47:00.000Z,2019-07-30T16:47:00.000Z
1166,130,2019-07-30T16:47:00.000Z,2019-07-30T16:55:00.000Z
130,130,2019-07-30T16:55:00.000Z,2019-07-30T17:00:00.000Z
130,135,2019-07-30T17:00:00.000Z,2019-07-30T17:07:00.000Z
135,130,2019-07-30T16:45:00.000Z,2019-07-30T16:52:00.000Z
130,130,2019-07-30T16:52:00.000Z,2019-07-30T17:05:00.000Z
130,1166,2019-07-30T17:05:00.000Z,2019-07-30T17:13:00.000Z
1166,1166,2019-07-30T17:13:00.000Z,2019-07-30T17:13:00.000Z
1166,1100,2019-07-30T17:13:00.000Z,2019-07-30T17:22:00.000Z
1100,1100,2019-07-30T17:22:00.000Z,2019-07-30T17:22:00.000Z
1100,139,2019-07-30T17:22:00.000Z,2019-07-30T17:30:00.000Z
139,139,2019-07-30T17:30:00.000Z,2019-07-30T17:30:00.000Z
139,142,2019-07-30T17:30:00.000Z,2019-07-30T17:43:00.000Z
142,142,2019-07-30T17:43:00.000Z,2019-07-30T17:44:00.000Z
142,144,2019-07-30T17:44:00.000Z,2019-07-30T17:56:00.000Z
144,144,2019-07-30T17:56:00.000Z,2019-07-30T17:59:00.000Z
144,148,2019-07-30T17:59:00.000Z,2019-07-30T18:11:00.000Z
148,148,2019-07-30T18:11:00.000Z,2019-07-30T18:11:00.000Z
148,150,2019-07-30T18:11:00.000Z,2019-07-30T18:23:00.000Z
150,150,2019-07-30T18:23:00.000Z,2019-07-30T18:25:00.000Z
150,155,2019-07-30T18:25:00.000Z,2019-07-30T18:29:00.000Z
155,155,2019-07-30T18:29:00.000Z,2019-07-30T18:29:00.000Z
155,1172,2019-07-30T18:29:00.000Z,2019-07-30T18:32:00.000Z
1172,1172,2019-07-30T18:32:00.000Z,2019-07-30T18:32:00.000Z
1172,156,2019-07-30T18:32:00.000Z,2019-07-30T18:35:00.000Z
156,156,2019-07-30T18:35:00.000Z,2019-07-30T18:35:00.000Z
