from,to,departs,arrives
555,19,2019-07-30T15:38:03.000Z,2019-07-30T15:39:30.000Z
19,19,2019-07-30T15:39:30.000Z,2019-07-30T15:39:30.000Z
19,1018,2019-07-30T15:39:30.000Z,2019-07-30T15:40:00.000Z
1018,1018,2019-07-30T15:40:00.000Z,2019-07-30T15:40:00.000Z
1018,554,2019-07-30T15:40:00.000Z,2019-07-30T15:40:25.000Z
554,554,2019-07-30T15:40:25.000Z,2019-07-30T15:40:25.000Z
554,559,2019-07-30T15:40:25.000Z,2019-07-30T15:41:03.000Z
559,559,2019-07-30T15:41:03.000Z,2019-07-30T15:41:03.000Z
559,1334,2019-07-30T15:41:03.000Z,2019-07-30T15:42:00.000Z
1334,1334,2019-07-30T15:42:00.000Z,2019-07-30T15:42:00.000Z
1334,556,2019-07-30T15:42:00.000Z,2019-07-30T15:42:20.000Z
556,556,2019-07-30T15:42:20.000Z,2019-07-30T15:42:20.000Z
556,18,2019-07-30T15:42:20.000Z,2019-07-30T15:43:00.000Z
18,18,2019-07-30T15:43:00.000Z,2019-07-30T15:44:00.000Z
18,553,2019-07-30T15:44:00.000Z,2019-07-30T15:45:06.000Z
553,553,2019-07-30T15:45:06.000Z,2019-07-30T15:45:06.000Z
553,552,2019-07-30T15:45:06.000Z,2019-07-30T15:45:58.000Z
552,552,2019-07-30T15:45:58.000Z,2019-07-30T15:45:58.000Z
552,17,2019-07-30T15:45:58.000Z,2019-07-30T15:47:00.000Z
17,17,2019-07-30T15:47:00.000Z,2019-07-30T15:47:00.000Z
17,551,2019-07-30T15:47:00.000Z,2019-07-30T15:47:50.000Z
551,551,2019-07-30T15:47:50.000Z,2019-07-30T15:47:50.000Z
551,15,2019-07-30T15:47:50.000Z,2019-07-30T15:49:00.000Z
15,15,2019-07-30T15:49:00.000Z,2019-07-30T15:49:00.000Z
15,977,2019-07-30T15:49:00.000Z,2019-07-30T15:50:00.000Z
977,977,2019-07-30T15:50:00.000Z,2019-07-30T15:50:00.000Z
977,10,2019-07-30T15:50:00.000Z,2019-07-30T15:52:00.000Z
10,10,2019-07-30T15:52:00.000Z,2019-07-30T15:52:00.000Z
10,1,2019-07-30T15:52:00.000Z,2019-07-30T15:57:00.000Z
1,10,2019-07-30T13:00:00.000Z,2019-07-30T13:04:00.000Z
10,10,2019-07-30T13:04:00.000Z,2019-07-30T13:04:00.000Z
10,977,2019-07-30T13:04:00.000Z,2019-07-30T13:06:00.000Z
977,977,2019-07-30T13:06:00.000Z,2019-07-30T13:06:00.000Z
977,15,2019-07-30T13:06:00.000Z,2019-07-30T13:07:00.000Z
15,15,2019-07-30T13:07:00.000Z,2019-07-30T13:07:00.000Z
15,551,2019-07-30T13:07:00.000Z,2019-07-30T13:08:10.000Z
551,551,2019-07-30T13:08:10.000Z,2019-07-30T13:08:10.000Z
551,17,2019-07-30T13:08:10.000Z,2019-07-30T13:09:00.000Z
17,17,2019-07-30T13:09:00.000Z,2019-07-30T13:09:00.000Z
17,552,2019-07-30T13:09:00.000Z,2019-07-30T13:10:02.000Z
552,552,2019-07-30T13:10:02.000Z,2019-07-30T13:10:02.000Z
552,553,2019-07-30T13:10:02.000Z,2019-07-30T13:10:54.000Z
553,553,2019-07-30T13:10:54.000Z,2019-07-30T13:10:54.000Z
553,18,2019-07-30T13:10:54.000Z,2019-07-30T13:12:00.000Z
18,18,2019-07-30T13:12:00.000Z,2019-07-30T13:13:00.000Z
18,556,2019-07-30T13:13:00.000Z,2019-07-30T13:13:40.000Z
556,556,2019-07-30T13:13:40.000Z,2019-07-30T13:13:40.000Z
556,1334,2019-07-30T13:13:40.000Z,2019-07-30T13:14:00.000Z
1334,1334,2019-07-30T13:14:00.000Z,2019-07-30T13:14:00.000Z
1334,559,2019-07-30T13:14:00.000Z,2019-07-30T13:14:56.000Z
559,559,2019-07-30T13:14:56.000Z,2019-07-30T13:14:56.000Z
559,554,2019-07-30T13:14:56.000Z,2019-07-30T13:15:34.000Z
554,554,2019-07-30T13:15:34.000Z,2019-07-30T13:15:34.000Z
554,1018,2019-07-30T13:15:34.000Z,2019-07-30T13:16:00.000Z
1018,1018,2019-07-30T13:16:00.000Z,2019-07-30T13:16:00.000Z
1018,19,2019-07-30T13:16:00.000Z,2019-07-30T13:16:31.000Z
19,19,2019-07-30T13:16:31.000Z,2019-07-30T13:16:31.000Z
19,555,2019-07-30T13:16:31.000Z,2019-07-30T13:17:58.000Z
555,555,2019-07-30T13:17:58.000Z,2019-07-30T13:17:58.000Z
555,20,2019-07-30T13:17:58.000Z,2019-07-30T13:19:00.000Z
20,20,2019-07-30T13:19:00.000Z,2019-07-30T13:19:00.000Z
20,1111,2019-07-30T13:19:00.000Z,2019-07-30T13:21:00.000Z
1111,1111,2019-07-30T13:21:00.000Z,2019-07-30T13:21:00.000Z
1111,13,2019-07-30T13:21:00.000Z,2019-07-30T13:24:00.000Z
13,13,2019-07-30T13:24:00.000Z,2019-07-30T13:24:00.000Z
13,1128,2019-07-30T13:24:00.000Z,2019-07-30T13:27:00.000Z
1128,1128,2019-07-30T13:27:00.000Z,2019-07-30T13:27:00.000Z
1128,27,2019-07-30T13:27:00.000Z,2019-07-30T13:30:00.000Z
27,27,2019-07-30T13:30:00.000Z,2019-07-30T13:30:00.000Z
27,1254,2019-07-30T13:30:00.000Z,2019-07-30T13:33:00.000Z
1254,1254,2019-07-30T13:33:00.000Z,2019-07-30T13:33:00.000Z
1254,1164,2019-07-30T13:33:00.000Z,2019-07-30T13:36:00.000Z
1164,1164,2019-07-30T13:36:00.000Z,2019-07-30T13:36:00.000Z
1164,1014,2019-07-30T13:36:00.000Z,2019-07-30T13:40:00.000Z
1014,1014,2019-07-30T13:40:00.000Z,2019-07-30T13:40:00.000Z
1014,100,2019-07-30T13:40:00.000Z,2019-07-30T13:45:00.000Z
100,100,2019-07-30T13:45:00.000Z,2019-07-30T13:47:00.000Z
100,104,2019-07-30T13:47:00.000Z,2019-07-30T13:52:00.000Z
104,104,2019-07-30T13:52:00.000Z,2019-07-30T13:52:00.000Z
104,595,2019-07-30T13:52:00.000Z,2019-07-30T13:54:32.000Z
595,595,2019-07-30T13:54:32.000Z,2019-07-30T13:54:32.000Z
595,105,2019-07-30T13:54:32.000Z,2019-07-30T13:56:00.000Z
105,105,2019-07-30T13:56:00.000Z,2019-07-30T13:56:00.000Z
105,1336,2019-07-30T13:56:00.000Z,2019-07-30T13:59:00.000Z
1336,1336,2019-07-30T13:59:00.000Z,2019-07-30T13:59:00.000Z
1336,477,2019-07-30T13:59:00.000Z,2019-07-30T14:02:00.000Z
477,477,2019-07-30T14:02:00.000Z,2019-07-30T14:02:00.000Z
477,1324,2019-07-30T14:02:00.000Z,2019-07-30T14:03:00.000Z
1324,1324,2019-07-30T14:03:00.000Z,2019-07-30T14:03:00.000Z
1324,1325,2019-07-30T14:03:00.000Z,2019-07-30T14:05:00.000Z
1325,1325,2019-07-30T14:05:00.000Z,2019-07-30T14:05:00.000Z
1325,478,2019-07-30T14:05:00.000Z,2019-07-30T14:07:38.000Z
478,478,2019-07-30T14:07:38.000Z,2019-07-30T14:07:38.000Z
478,480,2019-07-30T14:07:38.000Z,2019-07-30T14:11:00.000Z
480,480,2019-07-30T14:11:00.000Z,2019-07-30T14:13:00.000Z
480,1320,2019-07-30T14:13:00.000Z,2019-07-30T14:17:00.000Z
1320,1320,2019-07-30T14:17:00.000Z,2019-07-30T14:17:00.000Z
1320,484,2019-07-30T14:17:00.000Z,2019-07-30T14:19:00.000Z
484,484,2019-07-30T14:19:00.000Z,2019-07-30T14:19:00.000Z
484,1319,2019-07-30T14:19:00.000Z,2019-07-30T14:20:00.000Z
1319,1319,2019-07-30T14:20:00.000Z,2019-07-30T14:20:00.000Z
1319,485,2019-07-30T14:20:00.000Z,2019-07-30T14:23:00.000Z
485,485,2019-07-30T14:23:00.000Z,2019-07-30T14:23:00.000Z
485,944,2019-07-30T14:23:00.000Z,2019-07-30T14:27:00.000Z
944,944,2019-07-30T14:27:00.000Z,2019-07-30T14:27:00.000Z
944,486,2019-07-30T14:27:00.000Z,2019-07-30T14:32:00.000Z
486,486,2019-07-30T14:32:00.000Z,2019-07-30T14:32:00.000Z
486,487,2019-07-30T14:32:00.000Z,2019-07-30T14:36:00.000Z
487,487,2019-07-30T14:36:00.000Z,2019-07-30T14:36:00.000Z
487,1217,2019-07-30T14:36:00.000Z,2019-07-30T14:41:00.000Z
1217,1217,2019-07-30T14:41:00.000Z,2019-07-30T14:41:00.000Z
1217,490,2019-07-30T14:41:00.000Z,2019-07-30T14:45:00.000Z
490,490,2019-07-30T14:45:00.000Z,2019-07-30T14:45:00.000Z
490,1292,2019-07-30T14:45:00.000Z,2019-07-30T14:52:19.000Z
1292,1292,2019-07-30T14:52:19.000Z,2019-07-30T14:52:19.000Z
1292,492,2019-07-30T14:52:19.000Z,2019-07-30T14:53:00.000Z
492,492,2019-07-30T14:53:00.000Z,2019-07-30T15:00:00.000Z
492,493,2019-07-30T15:00:00.000Z,2019-07-30T15:04:00.000Z
493,493,2019-07-30T15:04:00.000Z,2019-07-30T15:04:00.000Z
493,2000,2019-07-30T15:04:00.000Z,2019-07-30T15:21:00.000Z
2000,2000,2019-07-30T15:21:00.000Z,2019-07-30T15:26:00.000Z
2000,3820,2019-07-30T15:26:00.000Z,2019-07-30T16:27:00.000Z
3820,2000,2019-07-30T17:30:00.000Z,2019-07-30T18:25:00.000Z
2000,2000,2019-07-30T18:25:00.000Z,2019-07-30T18:35:00.000Z
2000,493,2019-07-30T18:35:00.000Z,2019-07-30T18:53:00.000Z
493,493,2019-07-30T18:53:00.000Z,2019-07-30T18:53:00.000Z
493,492,2019-07-30T18:53:00.000Z,2019-07-30T18:57:00.000Z
492,492,2019-07-30T18:57:00.000Z,2019-07-30T19:04:00.000Z
492,1292,2019-07-30T19:04:00.000Z,2019-07-30T19:04:36.000Z
1292,1292,2019-07-30T19:04:36.000Z,2019-07-30T19:04:36.000Z
1292,490,2019-07-30T19:04:36.000Z,2019-07-30T19:11:00.000Z
490,490,2019-07-30T19:11:00.000Z,2019-07-30T19:11:00.000Z
490,1217,2019-07-30T19:11:00.000Z,2019-07-30T19:15:00.000Z
1217,1217,2019-07-30T19:15:00.000Z,2019-07-30T19:15:00.000Z
1217,487,2019-07-30T19:15:00.000Z,2019-07-30T19:20:00.000Z
487,487,2019-07-30T19:20:00.000Z,2019-07-30T19:20:00.000Z
487,486,2019-07-30T19:20:00.000Z,2019-07-30T19:25:00.000Z
486,486,2019-07-30T19:25:00.000Z,2019-07-30T19:25:00.000Z
486,944,2019-07-30T19:25:00.000Z,2019-07-30T19:29:00.000Z
944,944,2019-07-30T19:29:00.000Z,2019-07-30T19:29:00.000Z
944,485,2019-07-30T19:29:00.000Z,2019-07-30T19:33:00.000Z
485,485,2019-07-30T19:33:00.000Z,2019-07-30T19:33:00.000Z
485,1319,2019-07-30T19:33:00.000Z,2019-07-30T19:36:00.000Z
1319,1319,2019-07-30T19:36:00.000Z,2019-07-30T19:36:00.000Z
1319,484,2019-07-30T19:36:00.000Z,2019-07-30T19:37:00.000Z
484,484,2019-07-30T19:37:00.000Z,2019-07-30T19:37:00.000Z
484,1320,2019-07-30T19:37:00.000Z,2019-07-30T19:39:00.000Z
1320,1320,2019-07-30T19:39:00.000Z,2019-07-30T19:39:00.000Z
1320,480,2019-07-30T19:39:00.000Z,2019-07-30T19:43:00.000Z
480,480,2019-07-30T19:43:00.000Z,2019-07-30T19:45:00.000Z
480,478,2019-07-30T19:45:00.000Z,2019-07-30T19:47:48.000Z
478,478,2019-07-30T19:47:48.000Z,2019-07-30T19:47:48.000Z
478,1325,2019-07-30T19:47:48.000Z,2019-07-30T19:50:00.000Z
1325,1325,2019-07-30T19:50:00.000Z,2019-07-30T19:50:00.000Z
1325,1324,2019-07-30T19:50:00.000Z,2019-07-30T19:53:00.000Z
1324,1324,2019-07-30T19:53:00.000Z,2019-07-30T19:53:00.000Z
1324,477,2019-07-30T19:53:00.000Z,2019-07-30T19:54:00.000Z
477,477,2019-07-30T19:54:00.000Z,2019-07-30T19:54:00.000Z
477,1336,2019-07-30T19:54:00.000Z,2019-07-30T19:57:00.000Z
1336,1336,2019-07-30T19:57:00.000Z,2019-07-30T19:57:00.000Z
1336,105,2019-07-30T19:57:00.000Z,2019-07-30T20:00:00.000Z
105,105,2019-07-30T20:00:00.000Z,2019-07-30T20:00:00.000Z
105,595,2019-07-30T20:00:00.000Z,2019-07-30T20:01:28.000Z
595,595,2019-07-30T20:01:28.000Z,2019-07-30T20:01:28.000Z
595,104,2019-07-30T20:01:28.000Z,2019-07-30T20:04:00.000Z
104,104,2019-07-30T20:04:00.000Z,2019-07-30T20:04:00.000Z
104,100,2019-07-30T20:04:00.000Z,2019-07-30T20:09:00.000Z
100,100,2019-07-30T20:09:00.000Z,2019-07-30T20:11:00.000Z
100,1014,2019-07-30T20:11:00.000Z,2019-07-30T20:16:00.000Z
1014,1014,2019-07-30T20:16:00.000Z,2019-07-30T20:16:00.000Z
1014,1164,2019-07-30T20:16:00.000Z,2019-07-30T20:20:00.000Z
1164,1164,2019-07-30T20:20:00.000Z,2019-07-30T20:20:00.000Z
1164,1254,2019-07-30T20:20:00.000Z,2019-07-30T20:24:00.000Z
1254,1254,2019-07-30T20:24:00.000Z,2019-07-30T20:24:00.000Z
1254,27,2019-07-30T20:24:00.000Z,2019-07-30T20:27:00.000Z
27,27,2019-07-30T20:27:00.000Z,2019-07-30T20:27:00.000Z
27,1128,2019-07-30T20:27:00.000Z,2019-07-30T20:30:00.000Z
1128,1128,2019-07-30T20:30:00.000Z,2019-07-30T20:30:00.000Z
1128,13,2019-07-30T20:30:00.000Z,2019-07-30T20:33:00.000Z
13,13,2019-07-30T20:33:00.000Z,2019-07-30T20:33:00.000Z
13,1111,2019-07-30T20:33:00.000Z,2019-07-30T20:36:00.000Z
1111,1111,2019-07-30T20:36:00.000Z,2019-07-30T20:36:00.000Z
1111,20,2019-07-30T20:36:00.000Z,2019-07-30T20:37:00.000Z
20,20,2019-07-30T20:37:00.000Z,2019-07-30T20:37:00.000Z
20,555,2019-07-30T20:37:00.000Z,2019-07-30T20:38:03.000Z
555,555,2019-07-30T20:38:03.000Z,2019-07-30T20:38:03.000Z
555,19,2019-07-30T20:38:03.000Z,2019-07-30T20:39:30.000Z
19,19,2019-07-30T20:39:30.000Z,2019-07-30T20:39:30.000Z
19,1018,2019-07-30T20:39:30.000Z,2019-07-30T20:40:00.000Z
1018,1018,2019-07-30T20:40:00.000Z,2019-07-30T20:40:00.000Z
1018,554,2019-07-30T20:40:00.000Z,2019-07-30T20:40:25.000Z
554,554,2019-07-30T20:40:25.000Z,2019-07-30T20:40:25.000Z
554,559,2019-07-30T20:40:25.000Z,2019-07-30T20:41:03.000Z
559,559,2019-07-30T20:41:03.000Z,2019-07-30T20:41:03.000Z
559,1334,2019-07-30T20:41:03.000Z,2019-07-30T20:42:00.000Z
1334,1334,2019-07-30T20:42:00.000Z,2019-07-30T20:42:00.000Z
1334,556,2019-07-30T20:42:00.000Z,2019-07-30T20:42:20.000Z
556,556,2019-07-30T20:42:20.000Z,2019-07-30T20:42:20.000Z
556,18,2019-07-30T20:42:20.000Z,2019-07-30T20:43:00.000Z
18,18,2019-07-30T20:43:00.000Z,2019-07-30T20:44:00.000Z
18,553,2019-07-30T20:44:00.000Z,2019-07-30T20:45:06.000Z
553,553,2019-07-30T20:45:06.000Z,2019-07-30T20:45:06.000Z
553,552,2019-07-30T20:45:06.000Z,2019-07-30T20:45:58.000Z
552,552,2019-07-30T20:45:58.000Z,2019-07-30T20:45:58.000Z
552,17,2019-07-30T20:45:58.000Z,2019-07-30T20:47:00.000Z
17,17,2019-07-30T20:47:00.000Z,2019-07-30T20:47:00.000Z
17,551,2019-07-30T20:47:00.000Z,2019-07-30T20:47:50.000Z
551,551,2019-07-30T20:47:50.000Z,2019-07-30T20:47:50.000Z
551,15,2019-07-30T20:47:50.000Z,2019-07-30T20:49:00.000Z
15,15,2019-07-30T20:49:00.000Z,2019-07-30T20:49:00.000Z
15,977,2019-07-30T20:49:00.000Z,2019-07-30T20:50:00.000Z
977,977,2019-07-30T20:50:00.000Z,2019-07-30T20:50:00.000Z
977,10,2019-07-30T20:50:00.000Z,2019-07-30T20:52:00.000Z
10,10,2019-07-30T20:52:00.000Z,2019-07-30T20:52:00.000Z
10,1,2019-07-30T20:52:00.000Z,2019-07-30T20:57:00.000Z
1,10,2019-07-30T17:00:00.000Z,2019-07-30T17:04:00.000Z
10,10,2019-07-30T17:04:00.000Z,2019-07-30T17:04:00.000Z
10,977,2019-07-30T17:04:00.000Z,2019-07-30T17:06:00.000Z
977,977,2019-07-30T17:06:00.000Z,2019-07-30T17:06:00.000Z
977,15,2019-07-30T17:06:00.000Z,2019-07-30T17:07:00.000Z
15,15,2019-07-30T17:07:00.000Z,2019-07-30T17:07:00.000Z
15,551,2019-07-30T17:07:00.000Z,2019-07-30T17:08:10.000Z
551,551,2019-07-30T17:08:10.000Z,2019-07-30T17:08:10.000Z
551,17,2019-07-30T17:08:10.000Z,2019-07-30T17:09:00.000Z
17,17,2019-07-30T17:09:00.000Z,2019-07-30T17:09:00.000Z
17,552,2019-07-30T17:09:00.000Z,2019-07-30T17:10:02.000Z
552,552,2019-07-30T17:10:02.000Z,2019-07-30T17:10:02.000Z
552,553,2019-07-30T17:10:02.000Z,2019-07-30T17:10:54.000Z
553,553,2019-07-30T17:10:54.000Z,2019-07-30T17:10:54.000Z
553,18,2019-07-30T17:10:54.000Z,2019-07-30T17:12:00.000Z
18,18,2019-07-30T17:12:00.000Z,2019-07-30T17:13:00.000Z
18,556,2019-07-30T17:13:00.000Z,2019-07-30T17:13:40.000Z
556,556,2019-07-30T17:13:40.000Z,2019-07-30T17:13:40.000Z
556,1334,2019-07-30T17:13:40.000Z,2019-07-30T17:14:00.000Z
1334,1334,2019-07-30T17:14:00.000Z,2019-07-30T17:14:00.000Z
1334,559,2019-07-30T17:14:00.000Z,2019-07-30T17:14:56.000Z
559,559,2019-07-30T17:14:56.000Z,2019-07-30T17:14:56.000Z
559,554,2019-07-30T17:14:56.000Z,2019-07-30T17:15:34.000Z
554,554,2019-07-30T17:15:34.000Z,2019-07-30T17:15:34.000Z
554,1018,2019-07-30T17:15:34.000Z,2019-07-30T17:16:00.000Z
1018,1018,2019-07-30T17:16:00.000Z,2019-07-30T17:16:00.000Z
1018,19,2019-07-30T17:16:00.000Z,2019-07-30T17:16:31.000Z
19,19,2019-07-30T17:16:31.000Z,2019-07-30T17:16:31.000Z
19,555,2019-07-30T17:16:31.000Z,2019-07-30T17:17:58.000Z
555,555,2019-07-30T17:17:58.000Z,2019-07-30T17:17:58.000Z
555,20,2019-07-30T17:17:58.000Z,2019-07-30T17:19:00.000Z
20,20,2019-07-30T17:19:00.000Z,2019-07-30T17:19:00.000Z
20,1111,2019-07-30T17:19:00.000Z,2019-07-30T17:20:00.000Z
1111,1111,2019-07-30T17:20:00.000Z,2019-07-30T17:20:00.000Z
1111,13,2019-07-30T17:20:00.000Z,2019-07-30T17:23:00.000Z
13,13,2019-07-30T17:23:00.000Z,2019-07-30T17:23:00.000Z
13,1128,2019-07-30T17:23:00.000Z,2019-07-30T17:26:00.000Z
1128,1128,2019-07-30T17:26:00.000Z,2019-07-30T17:26:00.000Z
1128,27,2019-07-30T17:26:00.000Z,2019-07-30T17:29:00.000Z
27,27,2019-07-30T17:29:00.000Z,2019-07-30T17:29:00.000Z
27,1254,2019-07-30T17:29:00.000Z,2019-07-30T17:32:00.000Z
1254,1254,2019-07-30T17:32:00.000Z,2019-07-30T17:32:00.000Z
1254,1164,2019-07-30T17:32:00.000Z,2019-07-30T17:35:00.000Z
1164,1164,2019-07-30T17:35:00.000Z,2019-07-30T17:35:00.000Z
1164,1014,2019-07-30T17:35:00.000Z,2019-07-30T17:40:00.000Z
1014,1014,2019-07-30T17:40:00.000Z,2019-07-30T17:40:00.000Z
1014,100,2019-07-30T17:40:00.000Z,2019-07-30T17:45:00.000Z
100,100,2019-07-30T17:45:00.000Z,2019-07-30T17:47:00.000Z
100,104,2019-07-30T17:47:00.000Z,2019-07-30T17:52:00.000Z
104,104,2019-07-30T17:52:00.000Z,2019-07-30T17:52:00.000Z
104,595,2019-07-30T17:52:00.000Z,2019-07-30T17:54:32.000Z
595,595,2019-07-30T17:54:32.000Z,2019-07-30T17:54:32.000Z
595,105,2019-07-30T17:54:32.000Z,2019-07-30T17:56:00.000Z
105,105,2019-07-30T17:56:00.000Z,2019-07-30T17:56:00.000Z
105,1336,2019-07-30T17:56:00.000Z,2019-07-30T17:59:00.000Z
1336,1336,2019-07-30T17:59:00.000Z,2019-07-30T17:59:00.000Z
1336,477,2019-07-30T17:59:00.000Z,2019-07-30T18:02:00.000Z
477,477,2019-07-30T18:02:00.000Z,2019-07-30T18:02:00.000Z
477,1324,2019-07-30T18:02:00.000Z,2019-07-30T18:03:00.000Z
1324,1324,2019-07-30T18:03:00.000Z,2019-07-30T18:03:00.000Z
1324,1325,2019-07-30T18:03:00.000Z,2019-07-30T18:05:00.000Z
1325,1325,2019-07-30T18:05:00.000Z,2019-07-30T18:05:00.000Z
1325,478,2019-07-30T18:05:00.000Z,2019-07-30T18:07:38.000Z
478,478,2019-07-30T18:07:38.000Z,2019-07-30T18:07:38.000Z
478,480,2019-07-30T18:07:38.000Z,2019-07-30T18:11:00.000Z
480,480,2019-07-30T18:11:00.000Z,2019-07-30T18:13:00.000Z
480,1320,2019-07-30T18:13:00.000Z,2019-07-30T18:17:00.000Z
1320,1320,2019-07-30T18:17:00.000Z,2019-07-30T18:17:00.000Z
1320,484,2019-07-30T18:17:00.000Z,2019-07-30T18:19:00.000Z
484,484,2019-07-30T18:19:00.000Z,2019-07-30T18:19:00.000Z
484,1319,2019-07-30T18:19:00.000Z,2019-07-30T18:20:00.000Z
1319,1319,2019-07-30T18:20:00.000Z,2019-07-30T18:20:00.000Z
1319,485,2019-07-30T18:20:00.000Z,2019-07-30T18:23:00.000Z
485,485,2019-07-30T18:23:00.000Z,2019-07-30T18:23:00.000Z
485,944,2019-07-30T18:23:00.000Z,2019-07-30T18:27:00.000Z
944,944,2019-07-30T18:27:00.000Z,2019-07-30T18:27:00.000Z
944,486,2019-07-30T18:27:00.000Z,2019-07-30T18:32:00.000Z
486,486,2019-07-30T18:32:00.000Z,2019-07-30T18:32:00.000Z
486,487,2019-07-30T18:32:00.000Z,2019-07-30T18:36:00.000Z
487,487,2019-07-30T18:36:00.000Z,2019-07-30T18:36:00.000Z
487,1217,2019-07-30T18:36:00.000Z,2019-07-30T18:41:00.000Z
1217,1217,2019-07-30T18:41:00.000Z,2019-07-30T18:41:00.000Z
1217,490,2019-07-30T18:41:00.000Z,2019-07-30T18:45:00.000Z
490,490,2019-07-30T18:45:00.000Z,2019-07-30T18:45:00.000Z
490,1292,2019-07-30T18:45:00.000Z,2019-07-30T18:52:19.000Z
1292,1292,2019-07-30T18:52:19.000Z,2019-07-30T18:52:19.000Z
1292,492,2019-07-30T18:52:19.000Z,2019-07-30T18:53:00.000Z
492,492,2019-07-30T18:53:00.000Z,2019-07-30T19:00:00.000Z
492,493,2019-07-30T19:00:00.000Z,2019-07-30T19:04:00.000Z
493,493,2019-07-30T19:04:00.000Z,2019-07-30T19:04:00.000Z
493,2000,2019-07-30T19:04:00.000Z,2019-07-30T19:21:00.000Z
2000,2000,2019-07-30T19:21:00.000Z,2019-07-30T19:26:00.000Z
2000,3820,2019-07-30T19:26:00.000Z,2019-07-30T20:27:00.000Z
160,157,2019-07-30T02:50:00.000Z,2019-07-30T02:56:00.000Z
157,157,2019-07-30T02:56:00.000Z,2019-07-30T02:56:00.000Z
157,1295,2019-07-30T02:56:00.000Z,2019-07-30T02:59:00.000Z
1295,1295,2019-07-30T02:59:00.000Z,2019-07-30T02:59:00.000Z
1295,156,2019-07-30T02:59:00.000Z,2019-07-30T03:02:00.000Z
156,156,2019-07-30T03:02:00.000Z,2019-07-30T03:02:00.000Z
156,1172,2019-07-30T03:02:00.000Z,2019-07-30T03:05:00.000Z
1172,1172,2019-07-30T03:05:00.000Z,2019-07-30T03:05:00.000Z
1172,155,2019-07-30T03:05:00.000Z,2019-07-30T03:08:00.000Z
155,155,2019-07-30T03:08:00.000Z,2019-07-30T03:08:00.000Z
155,150,2019-07-30T03:08:00.000Z,2019-07-30T03:12:00.000Z
150,150,2019-07-30T03:12:00.000Z,2019-07-30T03:14:00.000Z
150,148,2019-07-30T03:14:00.000Z,2019-07-30T03:27:00.000Z
148,148,2019-07-30T03:27:00.000Z,2019-07-30T03:27:00.000Z
148,144,2019-07-30T03:27:00.000Z,2019-07-30T03:40:00.000Z
144,144,2019-07-30T03:40:00.000Z,2019-07-30T03:41:00.000Z
144,142,2019-07-30T03:41:00.000Z,2019-07-30T03:54:00.000Z
142,142,2019-07-30T03:54:00.000Z,2019-07-30T03:55:00.000Z
142,139,2019-07-30T03:55:00.000Z,2019-07-30T04:09:00.000Z
139,139,2019-07-30T04:09:00.000Z,2019-07-30T04:09:00.000Z
139,1100,2019-07-30T04:09:00.000Z,2019-07-30T04:16:00.000Z
1100,1100,2019-07-30T04:16:00.000Z,2019-07-30T04:16:00.000Z
1100,1166,2019-07-30T04:16:00.000Z,2019-07-30T04:24:00.000Z
1166,1166,2019-07-30T04:24:00.000Z,2019-07-30T04:24:00.000Z
1166,130,2019-07-30T04:24:00.000Z,2019-07-30T04:33:00.000Z
130,130,2019-07-30T04:33:00.000Z,2019-07-30T04:45:00.000Z
130,135,2019-07-30T04:45:00.000Z,2019-07-30T04:52:00.000Z
130,1166,2019-07-30T03:54:00.000Z,2019-07-30T04:02:00.000Z
1166,1166,2019-07-30T04:02:00.000Z,2019-07-30T04:02:00.000Z
1166,1100,2019-07-30T04:02:00.000Z,2019-07-30T04:12:00.000Z
1100,1100,2019-07-30T04:12:00.000Z,2019-07-30T04:16:00.000Z
1100,139,2019-07-30T04:16:00.000Z,2019-07-30T04:26:00.000Z
139,139,2019-07-30T04:26:00.000Z,2019-07-30T04:26:00.000Z
139,142,2019-07-30T04:26:00.000Z,2019-07-30T04:39:00.000Z
142,142,2019-07-30T04:39:00.000Z,2019-07-30T04:40:00.000Z
142,144,2019-07-30T04:40:00.000Z,2019-07-30T04:52:00.000Z
144,144,2019-07-30T04:52:00.000Z,2019-07-30T04:53:00.000Z
144,148,2019-07-30T04:53:00.000Z,2019-07-30T05:05:00.000Z
148,148,2019-07-30T05:05:00.000Z,2019-07-30T05:05:00.000Z
148,150,2019-07-30T05:05:00.000Z,2019-07-30T05:17:00.000Z
150,150,2019-07-30T05:17:00.000Z,2019-07-30T05:19:00.000Z
150,155,2019-07-30T05:19:00.000Z,2019-07-30T05:23:00.000Z
155,155,2019-07-30T05:23:00.000Z,2019-07-30T05:23:00.000Z
155,1172,2019-07-30T05:23:00.000Z,2019-07-30T05:26:00.000Z
1172,1172,2019-07-30T05:26:00.000Z,2019-07-30T05:26:00.000Z
1172,156,2019-07-30T05:26:00.000Z,2019-07-30T05:29:00.000Z
156,156,2019-07-30T05:29:00.000Z,2019-07-30T05:29:00.000Z
156,1295,2019-07-30T05:29:00.000Z,2019-07-30T05:32:00.000Z
1295,1295,2019-07-30T05:32:00.000Z,2019-07-30T05:32:00.000Z
1295,157,2019-07-30T05:32:00.000Z,2019-07-30T05:35:00.000Z
157,157,2019-07-30T05:35:00.000Z,2019-07-30T05:35:00.000Z
157,160,2019-07-30T05:35:00.000Z,2019-07-30T05:42:00.000Z
130,1166,2019-07-30T06:05:00.000Z,2019-07-30T06:13:00.000Z
1166,1166,2019-07-30T06:13:00.000Z,2019-07-30T06:13:00.000Z
